cyclepoint,parcel_1,parcel_2,parcel_3,parcel_4,parcel_5,parcel_6,parcel_7,parcel_8,parcel_9,parcel_10,parcel_11,parcel_12,parcel_13,parcel_14,parcel_15,parcel_16,parcel_17,parcel_18,parcel_19,parcel_20,parcel_21,parcel_22,parcel_23,parcel_24,parcel_25,parcel_26,parcel_27,parcel_28,parcel_29,parcel_30,parcel_31,parcel_32,parcel_33,parcel_34,parcel_35,parcel_36,parcel_37,parcel_38,parcel_39,parcel_40,parcel_41,parcel_42,parcel_43,parcel_44,parcel_45,parcel_46,parcel_47,parcel_48,parcel_49,parcel_50,parcel_51,parcel_52,parcel_53,parcel_54,parcel_55,parcel_56,parcel_57,parcel_58,parcel_59,parcel_60,parcel_61,parcel_62,parcel_63,parcel_64,parcel_65,parcel_66,parcel_67,parcel_68,parcel_69,parcel_70,parcel_71,parcel_72,parcel_73,parcel_74,parcel_75,parcel_76,parcel_77,parcel_78,parcel_79,parcel_80,parcel_81,parcel_82,parcel_83,parcel_84,parcel_85,parcel_86,parcel_87,parcel_88,parcel_89,parcel_90,parcel_91,parcel_92,parcel_93,parcel_94,parcel_95,parcel_96,parcel_97,parcel_98,parcel_99,parcel_100
0.7,0.000752954,0.287508307,-0.259246987,0.366871214,0.611106295,-0.01099856,-0.00351729,0.703044381,0.166639322,-0.623362765,-0.984360857,-0.952761766,-0.8036746,0.32739212,-0.533858674,0.11748963,-0.684002672,0.588800621,-0.109964204,0.560345236,0.275631736,-0.309530146,-0.119619843,-0.755077833,-0.457437253,-0.330754366,-0.130045417,-0.065251161,-0.265893555,-0.087332235,0.422754674,0.05192416,-0.022992553,0.214059001,-0.137109753,0.023782248,0.121862207,-0.136029522,-0.432840888,-0.089964735,-0.110749555,-0.140769446,0.036133063,0.092370738,0.136852108,-0.169209646,0.057801076,-0.268958819,-0.242282529,-0.10369063,0.225044218,0.420545785,0.029822372,0.522690642,0.483710823,-0.258195511,0.673581267,-0.136924685,-0.695080698,-1.125233276,-0.742438045,-0.698932965,-0.442834827,-0.381069974,-0.12598235,-0.573423263,-0.036804903,-0.184897373,0.403528298,0.35346877,0.086197,-0.017155136,-0.258162104,-0.288267929,-0.553461164,-0.346430488,0.099121437,0.060130062,0.488370844,0.152663641,0.098052177,0.111175106,0.439438059,0.150100785,-0.157131269,0.374180241,0.164523836,-0.170233961,-0.206749842,-0.542143386,-0.001791967,-0.297954593,-0.359123149,0.152872311,0.513312516,0.29702847,-0.069821876,-0.102711141,-0.285063235,0.272501589
0.071428571,0.171003535,-0.522773634,-0.247194876,-0.267874837,-0.188876051,-0.402767189,-0.422109124,-0.190266447,-0.654021325,-0.384510471,-0.399692289,-0.513955065,-0.240258751,-0.504527083,-1.045745701,0.079174515,-0.027499266,0.272160356,-0.055176637,-0.282545226,-0.027556598,-0.083212527,-0.407650113,-0.21771356,-0.249444761,-0.310758399,-0.187855853,-0.205119215,-0.148283133,-0.525583931,0.14223566,0.104618259,0.126135954,0.141681351,-0.266927724,-0.355211758,0.550842931,-0.212631689,-0.027762993,-0.387987288,0.065426717,0.015236551,-0.005550005,0.253812572,0.308957239,0.029576542,-0.068507139,-0.006355709,-0.182834714,0.177795702,-0.180383286,-0.497293281,0.0882543,-0.159564534,-0.114757275,-0.514793636,0.015281293,-0.593885332,-0.419821908,-0.639671592,-0.030959789,-0.361506692,-0.622330751,-0.815807324,-1.180862834,-1.057411167,-0.565810064,-0.350565219,0.083853411,0.182046505,-0.488711227,-0.345890506,-0.437760767,-0.663724783,-0.340846645,-0.146252546,-0.181151907,-0.637683952,0.115282786,-0.121335176,-0.294880945,0.166398931,-0.010442021,-0.196215813,-0.46054136,-0.227405637,0.556174959,-0.370324423,-0.028491023,-0.619008958,-0.100679931,-0.425008362,-0.558788373,-0.108569126,-0.248145818,0.109726225,-0.057505777,-0.0399579,0.152646631,-0.0946665
0.642857143,-0.143023862,0.554494816,0.208532421,0.140633936,0.330968337,0.603348445,-0.014077781,0.042022063,0.14862557,0.176557734,0.221717828,0.356600925,0.130266813,-0.020970469,0.335584514,0.074227072,-0.006399653,0.380391371,0.453457255,0.238000207,-0.071444189,0.340728579,0.151987639,0.069387679,-0.003768863,-0.021004371,0.017268776,0.338300985,0.101880426,0.517730371,-0.092610479,-0.000386515,0.111973556,0.408518676,0.593232443,0.617595541,0.547591409,0.27646333,0.020527431,0.056562678,-0.087048491,-0.025383882,0.198323909,0.063579005,0.134070574,0.161498019,0.591622102,-0.073822512,0.395689414,0.690136384,-0.049415802,0.272427628,0.231802574,0.110716485,0.412977395,0.378992618,0.098424065,-0.09371398,0.047370234,0.101076646,0.278390395,-0.031249507,0.172273442,0.059600871,-0.064144163,0.203208024,0.164043071,0.367722138,1.078010577,0.80485191,-0.060899413,0.80791351,0.368475047,-0.017211796,0.165544548,-0.064272798,-0.148034901,0.214822906,0.093753123,0.195822793,0.545255297,1.011008995,0.762499897,0.919191403,0.183118617,1.072874905,0.606334894,0.783930934,0.811475683,0.173477029,0.228081382,0.118256126,0.337020063,0.45073288,0.096376872,0.232414252,0.32887498,0.792471584,0.437805211,0.845417913
0.2,0.523258872,0.455352063,0.692118255,0.413880655,0.286668228,0.087256512,0.316138258,0.188141977,-0.00317901,0.382813016,0.297885556,0.396274432,0.066679701,-0.167507106,-0.048524917,0.094664321,-0.13385926,0.029572772,-0.596654151,0.414776984,-0.202983078,-0.250176258,-0.003387743,0.48940039,0.409452139,0.0890842,0.278782353,0.075415308,0.051943994,0.04967649,0.183343755,0.164492689,0.05783507,-0.117559327,-0.102442491,0.804144212,0.541230394,0.310430076,0.36987613,0.412040434,0.536529808,0.329621884,-0.010859673,0.934547163,0.204133001,0.186042156,-0.214752619,-0.111652009,0.912554898,0.813282023,0.097001222,0.599774494,0.137732543,0.531720635,0.189522784,-0.127992374,0.311971764,0.144566177,0.503722986,0.175007459,0.576202723,0.323823642,-0.166552225,-0.147947403,-0.292714349,0.021640297,0.794571029,-0.72551123,-0.848899911,0.066529467,0.074849558,-0.048140279,-0.261591607,0.65457072,0.243092511,0.064684575,0.246058277,0.10745265,0.314845911,0.023718252,-0.111740061,0.729301958,0.199229038,-0.130183012,0.167105055,-0.065021436,0.50265693,0.021590899,0.761243433,0.67604156,0.071077138,0.541368031,0.840678205,0.159647103,0.359756359,0.838682415,0.280530394,0.50261612,0.980982769,1.226106565
0.933333333,0.056927999,-0.436042088,-0.748051131,0.455200712,-0.186331581,-0.574538962,0.070942415,-0.349415755,-0.415694027,0.150483529,0.251753429,0.337017387,0.130744099,-0.084411345,-0.551430429,0.21157138,0.066550159,0.284315043,0.462648112,-0.876028016,-0.200700141,0.244819132,-0.30667789,-0.353890083,0.037957223,0.169845183,-0.605016424,-0.044963958,-0.696575881,-0.567273689,-0.087130417,-0.31201435,-0.006946957,0.548292656,0.065745234,-0.902179904,-0.643953046,-0.613830893,-0.698422194,-0.406896103,-0.521975367,-0.071006415,-0.181153246,-0.848305396,-0.245220009,-1.181538183,-0.324051492,-0.689484304,-0.299685201,-0.488120454,-0.060199731,-0.63303944,0.346640058,0.230846063,-0.504799618,-0.780840279,-0.192280265,-0.505216983,0.185595774,0.159818447,0.312489639,0.297564481,-0.452404624,-0.61102534,-0.523550812,-0.456866677,-0.325002704,-0.261587155,0.700768715,0.039414422,-0.818506955,0.561896018,-0.36068983,0.260639712,-0.017851022,0.131429531,-1.002559197,-0.130489642,0.187741292,0.007351601,-0.735007938,0.848471261,0.619448201,0.230586462,-0.340706525,1.011177681,-0.820593086,0.369700498,-0.440472359,-0.173305235,0.092068352,-0.14760944,-0.28809176,0.464306442,0.201083224,-0.521153911,-0.629705735,-0.025463,-0.079315029,0.04330219
0.074074074,-0.03162564,-0.216076847,-0.129765075,-0.293606251,-0.372723774,0.563951119,0.068229746,-0.002916433,0.091368673,-0.622030472,-0.183741252,-0.19089428,0.08076848,-0.105062388,-0.175768718,0.141933096,0.798201647,0.376510202,0.586265191,0.026082263,0.037296223,0.419294133,-0.01691566,-0.228180456,-0.302250163,0.443584653,0.205541772,-0.033410535,0.111338635,-0.198837804,-0.038174202,-0.368510039,0.012595105,0.420348913,0.162399565,0.680352469,-0.215972019,-0.598841907,-0.511126991,-0.51258154,-0.371679088,-0.174549442,-0.350915936,-1.11051216,0.05113592,-0.64816499,-0.654183246,0.180151687,-0.062165855,-0.242562488,-0.161970894,0.113050553,-0.174310916,-0.226276626,0.105393721,0.273386978,0.266888601,0.155834298,-0.308906404,-0.143994604,0.204054806,0.239300827,0.128017403,0.22152027,0.440154108,-0.200469154,-0.256987113,0.713577995,0.038056988,-0.148251963,0.275287107,-0.023815349,0.038375311,-0.566134975,0.364985746,0.417253378,0.037137173,0.024932233,-0.055367221,-0.285078364,0.04950265,-1.603988591,-0.592726154,-0.765506847,0.058774784,-1.136051504,-0.588416666,-0.540014201,-0.651161466,-1.173512347,-0.915622027,-0.461936825,-0.883486613,-0.429127637,-0.167506699,-1.845475644,-1.16676423,-1.392353057,-0.527032924,-1.163569085
0.107142857,-0.115875155,-0.449416469,-0.246575429,-0.393960243,-0.378349606,0.188525755,-0.189383657,-0.455258513,0.05958681,0.102340602,0.21595086,0.430808786,0.394996687,0.382973734,0.271994285,0.024794033,0.323135826,-0.819540663,0.144951713,-0.929611993,-0.777445246,0.180185777,-0.026051362,0.130907905,0.280762851,0.395793967,-0.252091339,0.353639843,0.071943041,0.241354969,-0.252995315,-0.138147894,-0.131064131,-0.387158907,0.134743758,0.024841738,0.104399258,-0.011759261,-0.174405273,0.12828093,-0.292210929,0.078027186,-0.277480364,0.076321755,-0.446155184,-0.228013832,-0.483781499,0.123144263,0.278833473,-0.088508345,0.116177383,-0.032430228,-0.015314534,-0.411090489,0.269790063,-0.030182543,-0.256391757,-0.339524536,0.105784843,0.024771977,0.10181993,0.360769814,0.495300595,0.348610392,-0.138123273,0.060497406,0.06380033,0.130517982,-0.3526933,-0.652595833,-0.663194465,0.378793591,0.095872968,0.061023313,0.404604755,0.445147485,0.180940136,0.680774389,-0.258108658,-0.247568144,0.464533386,-0.415314028,-0.47795299,0.197280921,-0.414274879,-0.258562895,0.320928187,0.577390481,-0.276647712,0.180870948,-0.006451779,0.14943726,0.109671188,-0.369320836,-0.074355619,0.224046626,-0.141337908,-0.217190723,0.649075088,-0.415051338
0.965517241,0.078920194,0.44401353,0.14226384,-0.194154327,0.129924388,0.163022892,-0.113359606,0.026712626,0.21204597,0.356886973,0.240378826,0.593051329,0.113568531,0.415070655,-0.072651766,0.069096757,0.718847735,0.25950372,0.426601441,0.892866375,0.741078244,0.322824977,0.254012078,0.652239351,0.397996274,0.397648853,0.2278492,0.059446868,0.081085423,0.29355448,0.427491388,0.379088222,0.060888169,-0.130643195,0.275447418,0.635253725,-0.253186238,0.468204712,0.180700277,0.327246641,0.319847505,0.252747561,0.23201976,-0.03318762,0.262558953,0.4121937,-0.180572359,0.169870113,-0.084095936,0.152308799,-0.198368883,0.242590369,0.096964733,0.025400265,-0.266975657,0.191331893,0.057134571,0.01458707,0.557184028,0.634726701,0.689020351,0.246794697,0.656925437,0.678575912,0.839479088,-0.290611554,0.293740995,0.635800077,-0.213127015,0.069405299,0.600149646,0.056240538,0.14945739,0.177746737,1.141944856,0.592718561,0.287757522,0.780009771,0.636177313,0.297763594,-0.469858701,-0.96576252,-0.746861537,0.428407177,-0.21813414,-0.519997711,-0.664690563,-0.133430451,-0.157530921,-0.648182813,-0.152195198,0.231529576,-0.126205668,-0.045425911,0.10802494,-0.167071796,-0.240760236,-0.744145797,0.596635814,-0.106319329
0.666666667,0.418481664,-0.060116949,0.265916569,-0.111380127,0.396170928,-0.038891642,0.325979469,-0.31508223,-0.270440368,-0.343269161,-0.146656152,0.496563794,0.160210453,0.103551573,-0.115226776,0.225508621,0.830501421,-0.31699218,-0.356853485,0.398273263,0.014715046,0.233548371,-0.076338861,0.552622611,0.318835629,-0.034364673,0.196136357,-0.248579819,0.330402466,0.08531041,0.171024342,0.076385177,-0.029629882,-0.617464187,0.405940806,-0.218557338,-0.074792418,-0.125747896,-0.340300198,-0.238302823,0.290701034,0.142436005,-0.06723909,-0.137285536,-0.077354624,0.170870712,-0.408960055,-0.22085995,0.349745332,0.183840462,0.021519715,-0.087631852,-0.068060886,0.036137474,0.099616015,-0.029216732,-0.560352333,-0.226529668,0.075594617,0.195008992,0.363251853,0.112385019,0.14834583,-0.210861169,-0.064235315,0.173784998,0.253492446,0.115127638,-0.925563056,-0.383365466,0.030133915,-0.088724242,0.085808782,-0.146408797,0.889648397,-0.050337585,0.222531637,0.248221493,-0.200278896,0.016792626,-0.730405876,-1.096350203,-0.492455553,0.124319069,-0.204318852,-1.023767921,-0.335426289,-0.37179773,-0.195472502,-0.867103106,-0.795798339,-0.181517815,-1.023885476,-0.31288527,-0.995770511,-0.066252671,-0.644974955,-0.622641269,0.191802866,-0.079032507
0.322580645,0.532763064,1.352799956,0.829744151,0.667134423,1.09145322,0.816764506,1.263174412,1.302267307,0.522744686,-0.095478425,0.316951052,0.109739741,0.116889673,0.607837521,0.603993809,0.834909756,0.289735785,1.356804477,0.68518761,0.970757949,0.548677671,0.809316699,0.979935094,0.32896287,0.313487024,0.659167192,1.103858057,0.858539856,0.595899924,1.061088361,0.719438496,0.338418504,0.239339918,1.281687492,0.983828464,1.211288021,0.708624879,0.445215906,0.637987686,0.923102571,0.807583978,1.040684718,0.744191918,0.534641105,0.820538809,0.822256038,1.067073493,1.010282077,0.837250259,0.567531773,0.630689563,0.831339837,0.950842062,1.091736113,1.048177726,0.336811729,1.547069682,0.520978037,0.53542965,0.171626996,0.120753077,0.158052806,0.653163759,0.243450633,0.317512046,0.536605742,0.866229521,0.240612479,0.967794596,1.416249685,0.543771619,1.18703059,0.726792969,0.743614612,0.366980059,0.500426398,0.72127445,0.998550476,0.520678727,0.35833888,0.635567117,0.878307349,0.790087633,0.952623349,0.959709274,0.673513216,0.971435021,0.869950695,1.157244962,0.728888769,0.406123061,0.524848841,0.438096506,1.279088454,1.214847083,0.704299315,0.888958419,1.005546978,0.820757216,0.867667234
0.607142857,-0.052725288,0.567871572,0.719537105,0.162411947,-0.110197559,0.234564062,0.627737123,0.434292292,0.36544799,0.637628536,0.486342203,0.147916288,0.666304211,-0.06050445,0.365562739,0.22270679,-0.161976715,0.062878716,0.10704622,-0.313222943,-0.072586556,-0.145492181,-0.14040446,-0.208991322,0.106644888,-0.102136836,-0.441716397,-0.539113909,0.045731639,-0.497848404,-0.722817839,-0.145647858,-0.075649187,-0.052128185,0.072033469,-0.2569504,-0.886187284,-0.093920327,-0.289089669,0.317569422,-0.68168037,-0.495202021,0.029420732,-0.810446168,-0.170682866,-0.150482623,0.014092029,-0.544907787,0.187714845,-0.970640194,0.017588723,0.580170054,0.651857683,0.002147787,-0.060889578,0.210070683,0.73315367,0.444471802,0.678659403,0.263340647,0.344880722,0.722540934,-0.435242837,-0.329461873,-0.147665638,0.455151493,-0.413500706,-0.214975147,-0.142436107,0.344053347,0.182903407,-0.096797103,-0.387438367,-0.513811812,-0.463824961,-0.036613533,-0.292757915,-0.482196099,-0.379148306,-0.268090352,-0.670471021,-0.676305429,-0.192178709,-0.028311398,-0.340323126,-0.310823266,-1.482343051,-0.663446029,-0.771077081,-0.902659022,-0.274774548,0.031381229,-0.190765133,-0.182640708,-0.022762708,-0.720716087,-0.418746299,-0.665525191,-0.097410888,-1.272175051
0.413793103,0.661460605,0.442547019,1.264258421,0.212899687,0.382923277,1.44267748,1.039019688,0.777961166,1.227338767,0.745885215,1.102124135,1.482281925,0.847835835,1.232198498,1.089857799,0.943280725,1.287627981,0.637764473,0.174805172,0.573307185,1.20249954,0.225933521,0.867364464,1.251906832,0.732213923,0.799092132,0.714462606,0.414643794,0.953022126,0.944616439,0.181056177,0.621200704,0.123023044,0.15073979,0.106893145,1.052901312,0.18052386,0.498927779,0.395501924,1.09715404,0.751352881,0.027097491,0.088152712,0.345905884,0.447506803,-0.048243076,-0.194803507,0.413940102,1.319507152,0.286249932,0.465400575,0.762919339,0.941108617,0.348248844,1.248825765,1.15786358,0.927823261,1.093506547,1.100298469,1.394998387,1.350863037,1.175973297,1.874827154,1.553161903,1.43175496,1.179828939,0.812215772,1.126635577,0.281454243,0.887430522,1.335464137,-0.10103669,1.142810637,0.776843265,1.788523563,0.825427305,0.848277922,1.541295309,0.153585964,0.449011189,0.456274234,-0.700767902,-0.065711167,0.092519283,0.788094074,-0.330030183,-0.128045739,-0.194873071,0.663558014,0.024770471,0.032822379,1.023501758,0.258356498,-0.222047398,-0.620389613,-0.200750522,-0.7302918,-0.287349921,0.713711605,-0.42717112
0.269230769,0.495895131,0.29426005,0.601760503,-0.151576093,-0.110160406,0.545018697,0.196880098,0.2944342,0.336717281,-0.043120724,-0.395804623,0.216421393,-0.40527106,-0.074869704,-0.135088331,0.2940551,-0.346165989,0.422275091,0.13639035,-0.273870564,-0.078527504,-0.282107987,-0.165712193,0.031392055,-0.056205157,0.175821421,-0.161657922,-0.240965162,-0.323585685,-0.323799469,0.027451379,0.05698341,-0.028154088,-0.080924839,-0.223014983,0.81221586,0.177844171,-0.353825337,-0.342643964,0.167525537,-0.358810058,-0.263025673,-0.141574185,-0.506608935,-0.338938707,-0.16958945,-0.310140389,-0.343924913,0.269819125,-0.370486142,0.288426792,0.507628503,0.339894414,-0.202222966,0.180501693,0.364532185,0.310106152,0.336033868,0.138152455,-0.454553864,-0.028918187,-0.532302247,0.205939819,-0.432051817,-0.557305851,-0.272818994,0.019603802,-0.657267772,0.246535491,0.714049074,-0.215642552,-0.01209632,-0.24488641,-0.024989965,-0.202864365,0.144414064,-0.093655911,0.251492111,0.038080635,-0.029049886,0.364128844,0.333634857,-0.029760524,0.197889335,0.019089288,0.001771786,-0.121405631,-0.127055377,0.515781093,0.107004141,0.004861979,-0.064129422,-0.267661434,-0.204356616,-0.231802001,-0.374731696,-0.444914141,-0.150368282,-0.021003634,-0.469010707
0.607142857,0.05110123,0.536186344,0.244404754,0.183683302,0.115407667,0.214485362,0.216023352,0.192384723,0.145544756,0.218843884,0.386809815,0.387575106,0.381770388,0.427945909,0.341136673,0.210064553,0.544135818,0.07089686,0.514490634,0.439861178,0.172166142,0.210313747,0.419956747,0.28367498,0.159103503,0.509262164,0.130523976,0.284565047,-0.060346226,0.285035612,0.125477522,0.222397785,0.0698052,0.458842633,0.471042333,1.1381011,0.601126441,0.375502903,0.689036354,0.450855706,0.73985141,0.232398838,0.143167493,0.33583134,0.496995457,0.407300875,0.670282307,0.793171909,0.592329442,0.592360857,0.327594729,0.347382824,0.348345045,0.214872817,0.03058145,0.109701881,0.443203974,0.126933675,0.428036275,0.421515487,0.408906507,0.430501098,0.468298219,0.494615391,0.438751447,0.239244233,0.734158415,0.457243178,0.376200286,0.250111925,0.384422352,0.583040787,0.404676025,0.514965013,0.731209522,0.362857498,0.354740828,0.374052365,0.154185129,0.104522056,0.585237987,0.955657573,0.523090572,0.538077776,0.249272216,0.655609249,0.763767882,0.487264838,0.732384096,0.494577171,0.468769386,0.503576303,0.504719523,0.373313267,0.296418443,0.498222771,0.391943778,0.641244089,0.702768324,1.007632541
0.933333333,-0.267466576,-0.119428496,-0.54349961,0.023602618,-0.218445849,-0.569475053,-0.020576522,-0.226775031,-0.210993271,-0.031586524,-0.310996982,-0.416128599,-0.048388093,-0.519965451,-0.115928171,-0.06024933,0.331482807,-0.258137332,-0.075484402,0.138376176,-0.117902468,0.14586047,-0.065256895,0.317036681,-0.159641859,0.003734628,0.072243308,-0.05582666,0.040852379,-0.440589807,-0.292468496,-0.194812148,-0.020257347,-0.139602882,-0.047634462,-0.270877869,-0.017045591,-0.259836524,-0.376012358,0.017004681,-0.035060838,-0.437051834,-0.001682796,-0.170983304,-0.239034128,-0.229219285,-0.199985421,-0.098702204,-0.234032277,0.013311701,-0.294928922,-0.171820401,-0.063295451,-0.031661909,-0.403220532,-0.593274274,-0.035509402,-0.209677372,-0.746248688,-0.641473127,-0.500580848,-0.146617054,-0.876343184,-0.342749721,-0.245763919,-0.10948585,0.017682737,-0.041135164,0.119082232,-0.238760862,-0.221319468,-0.34634385,-0.094622336,-0.19070054,-0.087515359,-0.224369681,-0.094571539,-0.442757346,-0.04108807,-0.261629086,0.084291247,0.182691715,-0.032458962,-0.154274785,0.028147356,-0.066129644,-0.128257882,-0.05264093,0.026322336,0.255917218,-0.164327221,-0.64004182,-0.29892426,-0.336441616,-0.362036284,-0.231191696,-0.180588179,0.063667486,-0.132984574,0.118843921